first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,third_1,third_2,third_3,third_4,third_5,third_6,state,partyID,partyID_4_TEXT,relig,relig_10_TEXT,religiosity,educ
"strong,encouraging,great,wise","important,decent,confident,consistent","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,unjust,foolish","individualistic,competitive,concrete,profit-driven","collectivist,abstract,old,purpose-driven","strong,great,wise,sincere","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,concrete","pragmatic,cooperative,modern,purpose-driven","kind,strong,wise,sincere","important,decent,confident,respectful","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","artistic,competitive,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","important,decent,confident,consistent","irresponsible,dishonest,destructive,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,concrete,profit-driven","collectivist,modern,abstract,purpose-driven",New Jersey,Democrat,,Atheists (do not believe God exists),,Not at all1,Bachelor's degree
"strong,encouraging,sensible,great","healthy,important,confident,consistent","irresponsible,dishonest,destructive,selfish","dangerous,hateful,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,encouraging,great,wise","decent,confident,truthful,moral","unacceptable,irresponsible,destructive,selfish","ignorant,dangerous,hateful,foolish","individualistic,artistic,concrete,young","cooperative,modern,rural,purpose-driven","kind,strong,great,happy","important,respectful,consistent,truthful","unacceptable,irresponsible,destructive,selfish","ignorant,dangerous,hateful,unjust","individualistic,traditional,young,profit-driven","collectivist,pragmatic,modern,purpose-driven","sensible,great,wise,happy","healthy,confident,respectful,consistent","unacceptable,unfair,destructive,selfish","ignorant,dangerous,hateful,unjust","artistic,traditional,concrete,profit-driven","collectivist,pragmatic,cooperative,purpose-driven",New Jersey,Republican,,Catholicism (including Roman Catholic),,4,Bachelor's degree
"kind,strong,encouraging,great","important,decent,confident,consistent","stupid,unfair,dishonest,destructive","irrational,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,sensible,wise,sincere","confident,respectful,consistent,moral","unacceptable,disgusting,stupid,dishonest","ignorant,irrational,dangerous,hateful","competitive,traditional,concrete,profit-driven","pragmatic,old,rural,purpose-driven","kind,encouraging,sensible,great","decent,confident,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,poor,foolish","individualistic,artistic,young,urban","cooperative,modern,abstract,purpose-driven","kind,strong,great,happy","important,decent,confident,moral","stupid,unfair,dishonest,destructive","ignorant,irrational,hateful,foolish","individualistic,competitive,urban,profit-driven","pragmatic,modern,abstract,purpose-driven",Illinois,Democrat,,Atheists (do not believe God exists),,Not at all1,Bachelor's degree
"kind,strong,great,sincere","important,decent,confident,consistent","irresponsible,unfair,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,great,wise,sincere","important,confident,respectful,consistent","unacceptable,unfair,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,great,sincere,happy","important,decent,confident,consistent","disgusting,stupid,destructive,selfish","dangerous,unjust,foolish,awful","individualistic,competitive,urban,profit-driven","pragmatic,cooperative,abstract,purpose-driven","strong,encouraging,great,sincere","healthy,important,decent,confident","disgusting,stupid,destructive,selfish","ignorant,dangerous,hateful,unjust","individualistic,artistic,competitive,profit-driven","pragmatic,modern,abstract,purpose-driven",California,Republican,,Mormonism,,6,Some college or Associate's degree
"strong,encouraging,great,wise","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","competitive,traditional,urban,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,sensible,great,wise","important,confident,respectful,moral","unacceptable,dishonest,destructive,selfish","ignorant,irrational,dangerous,unjust","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,rural","kind,encouraging,wise,sincere","important,confident,respectful,consistent","unacceptable,irresponsible,destructive,selfish","ignorant,irrational,hateful,unjust","individualistic,artistic,young,urban","pragmatic,cooperative,modern,abstract","sensible,wise,sincere,happy","important,decent,confident,truthful","unacceptable,stupid,dishonest,selfish","dangerous,hateful,unjust,awful","competitive,traditional,concrete,young","collectivist,modern,abstract,purpose-driven",Pennsylvania,Democrat,,Catholicism (including Roman Catholic),,6,Bachelor's degree
"strong,encouraging,great,wise","important,decent,confident,respectful","irresponsible,stupid,dishonest,selfish","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","cooperative,modern,rural,purpose-driven","strong,encouraging,great,sincere","decent,respectful,truthful,moral","irresponsible,stupid,dishonest,selfish","ignorant,dangerous,hateful,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,encouraging,sincere","important,decent,consistent,moral","unacceptable,disgusting,destructive,selfish","irrational,hateful,unjust,awful","artistic,young,urban,profit-driven","collectivist,old,rural,purpose-driven","strong,encouraging,great,sincere","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,dangerous,unjust,poor","individualistic,artistic,competitive,traditional","collectivist,old,rural,purpose-driven",Missouri,Republican,,Catholicism (including Roman Catholic),,Not at all1,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,great,wise,sincere","important,confident,consistent,truthful","irresponsible,unfair,dishonest,selfish","ignorant,irrational,dangerous,foolish","competitive,traditional,urban,profit-driven","collectivist,abstract,old,rural","strong,sensible,great,wise","important,confident,respectful,moral","irresponsible,unfair,dishonest,selfish","ignorant,irrational,dangerous,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,old,purpose-driven","kind,encouraging,sincere,happy","healthy,important,truthful,moral","unacceptable,disgusting,dishonest,destructive","irrational,dangerous,unjust,foolish","individualistic,artistic,young,urban","cooperative,modern,abstract,purpose-driven","strong,sensible,great,sincere","healthy,important,decent,confident","irresponsible,dishonest,destructive,selfish","ignorant,irrational,dangerous,unjust","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven",Nebraska,Republican,,Catholicism (including Roman Catholic),,2,Some college or Associate's degree
"kind,strong,great,sincere","important,decent,confident,moral","stupid,unfair,dishonest,selfish","ignorant,dangerous,poor,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","sensible,great,sincere,happy","healthy,important,confident,moral","unacceptable,irresponsible,destructive,selfish","irrational,hateful,foolish,awful","artistic,traditional,concrete,urban","collectivist,cooperative,modern,purpose-driven","strong,great,sincere,happy","important,decent,respectful,moral","irresponsible,disgusting,stupid,unfair","irrational,dangerous,hateful,awful","individualistic,competitive,traditional,urban","collectivist,pragmatic,modern,purpose-driven","kind,strong,sensible,happy","healthy,decent,consistent,truthful","irresponsible,stupid,unfair,selfish","hateful,unjust,foolish,awful","individualistic,competitive,concrete,profit-driven","collectivist,pragmatic,modern,rural",Utah,Independent,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,6,High school diploma or GED
"strong,encouraging,great,wise","healthy,important,confident,consistent","irresponsible,unfair,dishonest,destructive","irrational,dangerous,hateful,unjust","competitive,traditional,urban,profit-driven","pragmatic,cooperative,modern,old","strong,great,wise,sincere","healthy,important,decent,respectful","unacceptable,irresponsible,unfair,dishonest","ignorant,dangerous,hateful,foolish","individualistic,competitive,concrete,urban","pragmatic,cooperative,old,purpose-driven","kind,encouraging,sensible,wise","important,respectful,truthful,moral","unacceptable,irresponsible,unfair,destructive","ignorant,irrational,unjust,poor","individualistic,competitive,traditional,urban","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,happy","healthy,important,decent,confident","unacceptable,irresponsible,unfair,selfish","irrational,dangerous,unjust,poor","competitive,traditional,urban,profit-driven","cooperative,abstract,old,purpose-driven",Ohio,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Some college or Associate's degree
"strong,great,wise,happy","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,hateful,unjust","artistic,competitive,urban,profit-driven","modern,old,rural,purpose-driven","strong,great,wise,happy","confident,respectful,truthful,moral","unacceptable,disgusting,stupid,selfish","ignorant,irrational,poor,foolish","competitive,traditional,concrete,profit-driven","collectivist,abstract,old,rural","encouraging,sensible,great,wise","important,decent,confident,consistent","unacceptable,unfair,destructive,selfish","ignorant,irrational,dangerous,unjust","individualistic,artistic,competitive,profit-driven","modern,abstract,old,purpose-driven","strong,encouraging,great,happy","important,respectful,consistent,truthful","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,hateful,unjust","artistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Michigan,Democrat,,Atheists (do not believe God exists),,Not at all1,High school diploma or GED
"strong,encouraging,great,wise","important,decent,confident,consistent","unacceptable,unfair,destructive,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,sensible,great,wise","important,decent,confident,respectful","unacceptable,irresponsible,unfair,destructive","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,concrete","collectivist,pragmatic,rural,purpose-driven","kind,encouraging,great,sincere","important,decent,consistent,truthful","stupid,unfair,dishonest,selfish","ignorant,dangerous,unjust,foolish","artistic,competitive,young,urban","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","healthy,important,decent,confident","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,dangerous,hateful","individualistic,competitive,concrete,profit-driven","pragmatic,cooperative,rural,purpose-driven",California,Independent,,,,2,Some college or Associate's degree
"strong,sensible,great,sincere","important,consistent,truthful,moral","unacceptable,irresponsible,disgusting,dishonest","irrational,poor,foolish,awful","individualistic,artistic,competitive,profit-driven","cooperative,old,rural,purpose-driven","kind,great,wise,sincere","important,confident,respectful,consistent","irresponsible,unfair,dishonest,destructive","dangerous,poor,foolish,awful","individualistic,competitive,traditional,profit-driven","modern,old,rural,purpose-driven","kind,strong,encouraging,wise","healthy,decent,truthful,moral","unacceptable,stupid,unfair,selfish","ignorant,hateful,unjust,awful","artistic,competitive,traditional,profit-driven","cooperative,modern,old,purpose-driven","strong,sensible,great,sincere","decent,respectful,truthful,moral","unacceptable,unfair,dishonest,selfish","irrational,poor,foolish,awful","competitive,traditional,young,profit-driven","modern,old,rural,purpose-driven",New Jersey,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Some college or Associate's degree
